tenure_months,monthly_charges,support_calls,plan,region,churn
62.0,84.25,2.0,plus,south,0
4.0,65.94,0.0,basic,south,1
16.0,72.56,2.0,plus,coast,1
63.0,117.91,0.0,plus,south,0
23.0,62.72,1.0,basic,south,0
40.0,63.9,1.0,premium,coast,0
23.0,59.73,0.0,basic,north,1
51.0,75.75,0.0,premium,north,1
27.0,91.08,2.0,premium,north,1
12.0,82.86,0.0,basic,south,1
38.0,80.06,1.0,basic,coast,1
13.0,91.09,1.0,basic,south,0
63.0,39.89,3.0,premium,south,0
3.0,58.35,0.0,basic,north,1
61.0,47.57,0.0,plus,south,0
53.0,68.07,0.0,plus,coast,0
62.0,51.29,1.0,plus,south,0
55.0,57.94,2.0,basic,south,0
15.0,59.7,3.0,premium,north,0
9.0,80.31,0.0,basic,coast,1
49.0,57.97,1.0,plus,south,1
3.0,70.57,0.0,basic,north,1
13.0,77.36,1.0,basic,south,0
62.0,59.3,1.0,premium,coast,0
31.0,50.81,1.0,plus,south,0
20.0,53.71,2.0,basic,south,1
42.0,76.84,2.0,plus,south,1
19.0,73.56,2.0,plus,coast,0
13.0,104.79,2.0,plus,coast,1
32.0,60.05,0.0,plus,north,0
54.0,124.5,1.0,basic,south,1
25.0,51.67,2.0,plus,south,1
3.0,86.46,1.0,basic,north,1
55.0,78.4,0.0,basic,north,0
43.0,53.0,0.0,basic,south,0
43.0,,1.0,basic,north,1
11.0,62.8,1.0,plus,north,1
44.0,101.49,1.0,basic,coast,1
59.0,74.26,2.0,basic,north,0
17.0,,2.0,basic,coast,1
16.0,48.69,2.0,plus,south,1
47.0,100.66,3.0,plus,south,1
71.0,72.43,2.0,basic,north,0
47.0,85.85,2.0,plus,coast,0
12.0,52.56,3.0,basic,south,1
46.0,70.63,2.0,basic,north,1
58.0,36.44,0.0,plus,north,0
36.0,52.24,0.0,basic,north,0
10.0,74.12,1.0,basic,north,1
68.0,46.65,4.0,basic,south,0
53.0,88.43,1.0,basic,south,0
39.0,62.25,1.0,basic,north,1
47.0,66.07,3.0,basic,coast,1
46.0,46.4,1.0,premium,north,0
8.0,59.87,3.0,plus,south,1
50.0,128.55,1.0,basic,north,1
62.0,100.64,0.0,plus,coast,0
4.0,59.53,0.0,plus,coast,0
54.0,77.78,0.0,basic,south,0
56.0,23.04,1.0,basic,north,0
11.0,73.17,1.0,basic,coast,1
54.0,65.99,0.0,basic,south,0
53.0,67.39,3.0,basic,north,0
64.0,88.23,1.0,plus,south,0
59.0,57.22,0.0,basic,north,0
33.0,61.72,0.0,basic,coast,1
20.0,60.0,0.0,basic,coast,0
47.0,97.07,1.0,basic,south,1
49.0,92.88,0.0,premium,south,0
6.0,90.79,0.0,basic,north,1
17.0,91.78,2.0,basic,south,1
31.0,49.31,0.0,basic,north,0
69.0,55.99,0.0,plus,north,0
23.0,40.17,1.0,premium,north,0
68.0,62.35,1.0,premium,north,0
14.0,82.55,0.0,plus,north,1
7.0,65.5,0.0,basic,coast,1
22.0,66.71,0.0,plus,coast,0
23.0,,1.0,basic,coast,0
15.0,125.55,0.0,plus,coast,1
66.0,90.98,2.0,plus,north,0
32.0,64.59,2.0,premium,north,0
36.0,86.43,1.0,plus,coast,0
65.0,70.55,2.0,premium,coast,0
58.0,62.14,1.0,basic,north,0
17.0,80.38,4.0,plus,north,1
18.0,41.45,2.0,plus,south,1
6.0,83.12,1.0,plus,north,1
1.0,104.27,1.0,basic,north,1
54.0,36.5,0.0,basic,north,0
19.0,90.64,3.0,basic,south,1
9.0,84.68,0.0,plus,south,0
15.0,91.17,0.0,plus,north,0
51.0,91.98,0.0,plus,coast,0
16.0,94.6,2.0,plus,north,1
51.0,63.89,1.0,plus,north,0
46.0,,0.0,plus,north,0
27.0,70.97,1.0,basic,south,1
22.0,71.88,0.0,basic,south,1
69.0,68.21,4.0,plus,north,0
56.0,55.55,3.0,plus,north,0
23.0,92.53,3.0,plus,coast,0
30.0,73.21,2.0,basic,north,1
36.0,64.53,0.0,premium,north,0
69.0,44.82,0.0,basic,coast,0
47.0,103.72,0.0,basic,coast,0
52.0,104.72,1.0,basic,south,1
59.0,63.78,1.0,plus,south,0
46.0,50.4,0.0,plus,south,1
18.0,55.57,1.0,plus,south,0
53.0,51.02,2.0,basic,south,1
23.0,44.19,1.0,premium,north,1
4.0,75.76,1.0,plus,south,0
58.0,66.31,0.0,plus,north,0
51.0,,3.0,plus,north,0
70.0,68.01,2.0,basic,north,0
43.0,64.49,3.0,basic,coast,0
52.0,48.44,0.0,basic,south,0
56.0,98.26,1.0,basic,north,1
18.0,80.4,2.0,plus,north,1
52.0,61.12,2.0,plus,south,0
15.0,58.73,3.0,basic,coast,1
53.0,74.94,1.0,plus,coast,0
41.0,,1.0,plus,north,0
9.0,75.92,1.0,basic,coast,1
65.0,22.95,2.0,premium,south,0
19.0,67.02,0.0,basic,north,0
60.0,66.41,0.0,plus,coast,0
68.0,34.7,0.0,plus,north,0
7.0,78.88,0.0,basic,south,0
14.0,38.92,0.0,premium,north,0
25.0,61.5,3.0,basic,coast,1
12.0,49.95,2.0,basic,south,1
30.0,92.66,1.0,plus,south,0
29.0,55.19,1.0,plus,south,0
8.0,84.9,1.0,basic,north,1
63.0,33.46,2.0,premium,coast,0
10.0,50.66,0.0,basic,coast,0
62.0,49.88,1.0,basic,coast,0
27.0,63.92,1.0,plus,coast,0
63.0,97.26,0.0,premium,north,0
58.0,54.31,1.0,basic,north,0
71.0,57.75,2.0,basic,north,0
63.0,62.93,4.0,basic,coast,0
24.0,47.6,1.0,basic,north,0
17.0,75.57,1.0,plus,north,1
67.0,61.03,0.0,basic,south,0
11.0,85.78,0.0,plus,coast,0
48.0,65.81,2.0,basic,coast,1
1.0,49.43,1.0,basic,north,1
39.0,84.74,1.0,premium,north,0
53.0,88.74,1.0,plus,south,0
67.0,82.08,1.0,plus,north,0
26.0,75.43,1.0,basic,south,0
59.0,,0.0,premium,south,0
4.0,88.78,2.0,premium,north,1
67.0,33.57,0.0,plus,coast,0
57.0,74.56,0.0,basic,north,0
17.0,93.63,0.0,plus,north,0
17.0,93.01,1.0,basic,north,1
32.0,34.92,0.0,plus,south,0
59.0,72.84,1.0,plus,north,0
55.0,78.46,0.0,plus,south,0
13.0,90.16,0.0,basic,coast,1
63.0,49.3,1.0,plus,north,0
37.0,63.98,1.0,plus,north,0
16.0,82.21,0.0,basic,coast,1
52.0,39.7,1.0,plus,south,0
62.0,39.07,0.0,premium,coast,0
68.0,70.46,1.0,basic,coast,0
69.0,81.59,2.0,premium,coast,0
68.0,47.13,3.0,plus,coast,0
5.0,77.09,2.0,plus,coast,1
27.0,71.33,1.0,basic,north,0
57.0,41.91,1.0,plus,north,0
43.0,60.53,1.0,premium,south,0
40.0,87.03,1.0,basic,north,1
41.0,77.92,2.0,plus,coast,1
49.0,62.92,1.0,premium,coast,0
35.0,76.91,1.0,basic,coast,0
3.0,80.23,2.0,basic,coast,1
49.0,95.16,1.0,basic,south,0
32.0,73.69,3.0,basic,north,1
12.0,1.84,0.0,basic,south,0
56.0,90.28,3.0,plus,south,1
61.0,64.78,2.0,premium,south,0
7.0,75.01,0.0,basic,south,1
25.0,79.81,1.0,basic,coast,0
62.0,41.15,2.0,plus,coast,0
8.0,54.57,1.0,premium,north,0
29.0,77.57,2.0,basic,coast,0
15.0,51.75,0.0,basic,north,0
14.0,54.57,1.0,plus,coast,1
13.0,127.06,0.0,premium,south,1
68.0,115.3,1.0,plus,north,0
34.0,81.56,1.0,basic,south,1
29.0,81.62,1.0,plus,north,0
34.0,73.04,0.0,basic,south,0
49.0,74.02,0.0,plus,coast,0
23.0,42.77,3.0,basic,coast,1
6.0,86.22,0.0,basic,coast,1
22.0,40.46,2.0,plus,south,0
71.0,56.94,1.0,premium,coast,0
56.0,76.87,0.0,plus,coast,0
14.0,94.1,1.0,premium,coast,1
6.0,81.21,0.0,plus,coast,0
38.0,55.56,3.0,basic,north,0
22.0,90.48,1.0,basic,north,0
61.0,58.43,0.0,basic,north,0
52.0,52.94,2.0,premium,coast,0
12.0,62.92,2.0,basic,north,1
23.0,81.26,0.0,premium,coast,1
18.0,73.6,2.0,plus,coast,0
16.0,44.03,3.0,premium,south,0
4.0,88.13,0.0,premium,south,1
55.0,70.77,1.0,plus,north,0
24.0,63.73,2.0,basic,south,0
29.0,42.85,2.0,basic,north,1
43.0,110.48,1.0,plus,south,1
47.0,65.15,0.0,premium,coast,0
33.0,97.8,1.0,plus,coast,1
42.0,67.22,1.0,basic,south,0
33.0,89.43,2.0,basic,south,0
38.0,88.13,1.0,plus,north,0
42.0,,2.0,plus,south,0
9.0,86.37,1.0,plus,south,0
71.0,23.93,2.0,premium,south,0
54.0,54.91,2.0,plus,north,0
1.0,80.15,0.0,plus,north,1
48.0,63.27,2.0,basic,south,1
11.0,27.87,1.0,basic,coast,0
71.0,62.38,1.0,plus,coast,0
53.0,85.61,1.0,basic,south,0
57.0,82.2,0.0,premium,south,0
22.0,,3.0,premium,south,1
38.0,56.41,1.0,basic,south,1
45.0,87.9,1.0,plus,north,0
48.0,64.95,1.0,plus,north,0
18.0,64.81,1.0,basic,coast,1
30.0,63.03,1.0,basic,south,0
8.0,33.28,2.0,plus,south,0
65.0,89.04,1.0,basic,north,0
46.0,69.8,2.0,plus,north,0
47.0,,1.0,basic,coast,1
1.0,73.61,2.0,plus,south,1
34.0,85.39,2.0,basic,coast,0
71.0,,0.0,basic,coast,1
29.0,77.31,2.0,plus,north,1
14.0,60.82,1.0,basic,north,0
45.0,89.68,1.0,basic,south,1
47.0,75.41,0.0,basic,south,0
62.0,69.13,1.0,basic,coast,1
45.0,62.95,5.0,premium,coast,0
12.0,45.73,0.0,basic,coast,1
35.0,80.05,3.0,basic,north,1
26.0,80.86,0.0,basic,coast,0
22.0,99.36,1.0,basic,north,0
7.0,79.33,0.0,basic,north,1
63.0,25.12,0.0,basic,south,0
12.0,30.71,1.0,plus,coast,1
61.0,94.2,1.0,basic,north,0
67.0,69.3,1.0,basic,north,0
13.0,94.47,2.0,premium,coast,1
47.0,94.33,1.0,plus,coast,0
52.0,103.71,0.0,basic,north,0
37.0,66.34,2.0,basic,south,0
19.0,93.32,1.0,plus,south,1
29.0,85.16,0.0,basic,coast,0
51.0,78.21,0.0,plus,south,0
66.0,45.88,1.0,plus,south,0
69.0,49.96,0.0,plus,south,0
28.0,75.97,2.0,basic,north,1
68.0,71.59,0.0,premium,south,0
66.0,59.39,0.0,plus,coast,0
3.0,,1.0,plus,coast,0
59.0,92.27,1.0,basic,coast,0
5.0,59.43,1.0,plus,north,1
38.0,64.25,3.0,basic,north,1
35.0,86.48,0.0,plus,south,0
28.0,,3.0,plus,north,1
10.0,59.29,0.0,basic,coast,1
18.0,77.97,0.0,plus,south,1
32.0,71.86,1.0,basic,south,0
20.0,55.24,0.0,plus,coast,0
26.0,79.85,1.0,premium,coast,0
27.0,69.04,0.0,basic,south,0
7.0,100.58,1.0,basic,coast,1
70.0,79.63,2.0,plus,south,0
44.0,81.76,1.0,basic,south,0
64.0,71.21,2.0,plus,south,0
54.0,89.46,3.0,basic,north,1
3.0,64.28,1.0,plus,south,0
28.0,84.36,0.0,plus,coast,0
19.0,85.75,1.0,basic,north,1
2.0,108.07,0.0,plus,south,1
48.0,39.87,2.0,premium,south,0
70.0,34.76,2.0,premium,coast,0
39.0,48.2,0.0,basic,north,1
40.0,88.27,1.0,plus,coast,1
3.0,48.69,0.0,plus,coast,1
51.0,81.97,6.0,basic,coast,1
11.0,86.22,1.0,basic,north,0
53.0,64.62,0.0,basic,coast,0
30.0,50.11,0.0,plus,north,0
16.0,77.08,1.0,plus,south,0
3.0,57.1,3.0,basic,coast,1
26.0,58.73,0.0,basic,south,0
61.0,58.31,3.0,basic,north,0
4.0,48.85,2.0,plus,north,0
55.0,65.33,3.0,basic,coast,0
21.0,61.04,2.0,basic,north,0
7.0,75.05,1.0,plus,north,1
30.0,48.83,0.0,plus,north,0
4.0,75.84,2.0,basic,north,1
60.0,58.41,2.0,basic,north,0
48.0,72.79,1.0,plus,north,0
7.0,64.86,1.0,plus,coast,1
57.0,57.73,3.0,plus,south,0
6.0,89.89,5.0,basic,coast,1
21.0,96.42,0.0,premium,coast,1
9.0,,1.0,basic,north,0
54.0,73.31,2.0,basic,north,0
68.0,47.75,0.0,premium,south,0
2.0,69.02,1.0,basic,south,1
49.0,47.11,1.0,plus,coast,1
64.0,66.63,1.0,plus,south,0
63.0,,2.0,plus,north,0
8.0,81.87,3.0,plus,north,1
50.0,56.64,2.0,plus,coast,0
45.0,56.05,1.0,plus,coast,0
44.0,69.59,1.0,basic,north,1
10.0,108.7,0.0,premium,north,1
11.0,81.94,1.0,plus,north,1
4.0,66.31,1.0,plus,coast,1
22.0,63.63,0.0,basic,coast,1
3.0,81.96,1.0,basic,coast,1
1.0,57.07,1.0,basic,north,1
67.0,8.48,4.0,basic,coast,0
14.0,59.05,4.0,basic,north,0
3.0,55.66,2.0,basic,north,1
50.0,50.5,0.0,basic,north,0
12.0,102.19,3.0,basic,coast,1
19.0,77.98,3.0,basic,north,1
64.0,58.68,0.0,plus,south,0
11.0,43.34,0.0,premium,coast,0
39.0,53.31,2.0,premium,south,0
9.0,76.23,0.0,basic,north,1
59.0,64.53,2.0,basic,south,0
29.0,81.22,4.0,basic,north,1
13.0,47.86,3.0,plus,north,0
13.0,,2.0,basic,coast,1
21.0,70.45,2.0,basic,coast,1
30.0,61.49,2.0,premium,north,0
6.0,73.9,1.0,premium,north,0
34.0,84.95,0.0,basic,coast,0
57.0,73.25,2.0,basic,coast,0
31.0,77.96,0.0,basic,coast,1
6.0,91.13,1.0,basic,coast,1
7.0,,0.0,plus,north,1
60.0,90.2,2.0,plus,coast,0
45.0,68.86,1.0,basic,north,0
33.0,65.65,2.0,basic,south,1
30.0,60.85,3.0,basic,south,1
22.0,85.19,1.0,basic,north,1
16.0,60.36,0.0,premium,coast,0
70.0,82.81,1.0,basic,coast,0
59.0,56.69,0.0,basic,south,0
18.0,39.83,2.0,basic,north,1
63.0,,2.0,basic,coast,0
40.0,93.39,0.0,basic,coast,1
16.0,104.69,1.0,basic,north,1
70.0,65.18,4.0,basic,south,1
68.0,68.57,3.0,basic,south,0
48.0,66.89,0.0,basic,north,0
61.0,84.77,0.0,basic,north,0
12.0,51.43,3.0,plus,south,1
71.0,80.8,2.0,premium,north,1
5.0,92.31,2.0,premium,coast,1
4.0,56.8,2.0,basic,south,1
42.0,82.19,1.0,plus,coast,0
9.0,61.63,4.0,plus,coast,1
6.0,75.55,4.0,premium,south,1
64.0,65.68,1.0,basic,south,0
50.0,16.83,1.0,basic,coast,0
1.0,58.83,0.0,basic,south,1
70.0,68.11,1.0,plus,coast,0
33.0,49.72,3.0,basic,south,1
71.0,92.17,0.0,plus,south,0
13.0,69.46,2.0,plus,north,0
71.0,78.07,1.0,premium,north,0
1.0,87.09,2.0,basic,coast,1
56.0,81.81,2.0,premium,south,0
22.0,89.95,1.0,basic,north,1
21.0,68.5,3.0,plus,south,1
8.0,84.28,1.0,basic,coast,1
50.0,77.35,1.0,basic,coast,0
6.0,58.3,0.0,plus,coast,0
28.0,34.32,0.0,basic,north,1
31.0,75.75,2.0,plus,north,1
20.0,89.0,3.0,basic,coast,0
41.0,103.6,0.0,basic,south,0
13.0,65.34,3.0,basic,north,1
10.0,84.74,0.0,plus,coast,1
45.0,70.9,0.0,plus,coast,0
66.0,67.29,1.0,basic,north,0
55.0,128.29,0.0,basic,coast,0
59.0,64.44,3.0,basic,coast,0
3.0,68.77,2.0,basic,north,1
17.0,93.36,0.0,basic,coast,0
35.0,66.88,1.0,basic,coast,0
57.0,71.81,2.0,plus,north,0
18.0,65.69,1.0,premium,south,0
70.0,120.66,4.0,basic,north,0
11.0,45.75,1.0,plus,south,0
20.0,94.91,3.0,premium,north,0
7.0,66.53,2.0,basic,north,1
26.0,36.31,2.0,basic,south,1
12.0,62.79,2.0,basic,south,1
47.0,54.76,0.0,plus,south,0
1.0,39.04,2.0,basic,south,1
10.0,84.12,2.0,premium,coast,1
3.0,50.82,0.0,plus,coast,1
59.0,94.52,1.0,basic,coast,0
24.0,74.84,1.0,basic,south,1
22.0,46.78,1.0,premium,north,0
49.0,71.81,1.0,premium,north,0
31.0,59.93,2.0,basic,north,0
18.0,80.99,1.0,basic,north,1
56.0,,0.0,basic,south,0
68.0,65.97,0.0,basic,coast,0
8.0,101.56,0.0,plus,north,1
9.0,65.81,2.0,basic,north,1
64.0,56.97,0.0,premium,south,0
4.0,7.88,0.0,plus,south,0
10.0,45.63,2.0,plus,north,0
62.0,70.83,1.0,basic,south,0
12.0,56.93,1.0,plus,south,0
54.0,,0.0,plus,north,0
51.0,84.3,0.0,plus,north,0
39.0,,0.0,premium,south,0
19.0,46.87,4.0,basic,coast,1
30.0,91.98,1.0,premium,coast,1
30.0,57.55,1.0,premium,coast,0
14.0,63.66,3.0,plus,coast,0
5.0,43.6,0.0,plus,coast,0
31.0,56.75,3.0,premium,north,1
55.0,58.1,2.0,basic,south,0
36.0,107.94,0.0,basic,coast,1
1.0,52.29,1.0,plus,coast,1
51.0,69.89,0.0,basic,south,0
35.0,64.54,2.0,plus,coast,0
7.0,65.22,0.0,basic,coast,0
15.0,73.72,2.0,plus,south,1
40.0,78.79,0.0,basic,north,0
32.0,39.23,1.0,basic,north,0
34.0,110.4,0.0,plus,south,0
29.0,69.4,0.0,plus,north,0
38.0,68.13,1.0,basic,south,0
51.0,108.63,6.0,basic,north,1
15.0,47.21,1.0,premium,coast,0
47.0,43.48,0.0,basic,south,0
31.0,61.24,5.0,basic,south,1
15.0,83.96,1.0,basic,coast,1
23.0,79.41,1.0,plus,coast,1
16.0,47.74,1.0,basic,north,1
4.0,76.62,1.0,plus,north,0
27.0,82.63,2.0,basic,coast,1
37.0,85.56,1.0,plus,north,1
67.0,95.11,0.0,plus,south,0
42.0,62.7,3.0,plus,south,0
26.0,,0.0,basic,south,0
37.0,87.72,0.0,plus,north,0
41.0,91.63,2.0,plus,coast,1
8.0,86.06,2.0,basic,south,1
65.0,114.41,0.0,basic,coast,0
66.0,98.27,2.0,premium,north,1
7.0,28.78,0.0,plus,south,1
31.0,91.74,0.0,basic,north,1
40.0,97.95,0.0,basic,coast,0
43.0,19.4,1.0,plus,south,0
3.0,80.05,3.0,basic,north,1
37.0,70.51,1.0,plus,south,1
57.0,68.26,0.0,plus,north,0
51.0,44.64,0.0,basic,south,0
2.0,52.19,1.0,basic,south,1
30.0,38.7,0.0,basic,coast,0
50.0,96.49,0.0,plus,coast,0
31.0,70.25,2.0,basic,south,0
17.0,47.17,1.0,basic,south,1
8.0,33.48,0.0,basic,north,1
35.0,57.97,0.0,basic,coast,1
50.0,74.13,4.0,premium,north,0
10.0,68.39,3.0,basic,south,1
66.0,,1.0,basic,south,0
46.0,57.38,0.0,plus,south,0
22.0,31.8,2.0,premium,north,0
32.0,82.33,1.0,plus,coast,1
24.0,79.33,2.0,basic,coast,1
5.0,94.62,0.0,basic,coast,1
21.0,106.58,0.0,basic,south,1
33.0,71.89,1.0,basic,coast,1
59.0,85.59,3.0,basic,south,1
58.0,61.57,0.0,plus,north,0
9.0,94.24,0.0,plus,south,0
36.0,65.39,0.0,plus,north,0
39.0,60.08,3.0,plus,south,0
18.0,63.33,0.0,basic,coast,0
39.0,67.14,1.0,plus,coast,1
8.0,86.58,2.0,plus,south,1
71.0,25.45,0.0,premium,south,0
12.0,74.92,1.0,plus,south,0
56.0,59.19,0.0,premium,north,0
37.0,34.53,1.0,basic,coast,0
21.0,83.58,1.0,plus,coast,1
55.0,79.46,2.0,basic,coast,1
40.0,,0.0,plus,coast,0
19.0,51.86,2.0,premium,north,0
46.0,80.31,2.0,basic,south,0
22.0,63.93,2.0,basic,coast,1
18.0,116.59,0.0,plus,south,1
18.0,83.17,2.0,basic,north,1
59.0,,1.0,basic,coast,0
11.0,83.85,2.0,plus,north,1
45.0,60.28,2.0,plus,coast,1
37.0,56.58,3.0,basic,north,0
43.0,72.41,0.0,basic,north,0
69.0,60.88,0.0,basic,coast,0
66.0,44.76,0.0,basic,north,0
11.0,68.69,2.0,plus,north,1
63.0,92.47,2.0,premium,south,0
6.0,47.27,1.0,plus,south,0
45.0,84.7,1.0,plus,south,0
12.0,93.29,4.0,basic,north,1
42.0,50.31,1.0,plus,south,0
6.0,54.57,1.0,basic,south,0
16.0,82.24,3.0,basic,north,1
4.0,63.9,2.0,premium,north,0
17.0,75.25,0.0,basic,coast,0
68.0,83.93,1.0,basic,north,0
5.0,85.58,1.0,basic,north,1
20.0,62.47,0.0,basic,coast,0
48.0,48.1,2.0,basic,north,0
20.0,78.4,1.0,plus,south,1
40.0,77.9,3.0,basic,south,1
58.0,75.58,1.0,premium,north,0
49.0,83.12,1.0,basic,coast,0
67.0,,2.0,basic,south,0
66.0,64.02,1.0,basic,north,0
57.0,76.82,1.0,plus,coast,0
65.0,34.69,0.0,basic,north,0
69.0,72.21,1.0,plus,north,0
56.0,79.81,2.0,basic,north,0
63.0,64.64,0.0,basic,coast,0
3.0,124.15,1.0,basic,coast,1
31.0,100.61,1.0,basic,coast,1
51.0,90.98,2.0,basic,north,0
66.0,88.11,2.0,basic,south,0
16.0,77.61,0.0,premium,coast,1
49.0,40.12,2.0,premium,south,0
12.0,62.25,1.0,basic,coast,1
28.0,78.79,2.0,premium,north,1
52.0,87.38,0.0,basic,north,0
71.0,57.21,2.0,basic,north,0
19.0,68.72,2.0,basic,coast,1
68.0,53.85,1.0,plus,south,0
37.0,67.56,1.0,plus,south,1
69.0,82.77,0.0,basic,south,0
25.0,57.62,1.0,premium,north,0
47.0,62.45,2.0,plus,north,0
31.0,99.63,0.0,basic,coast,0
10.0,70.6,2.0,basic,north,1
21.0,48.29,2.0,basic,north,0
1.0,99.75,2.0,plus,north,1
49.0,67.37,0.0,plus,north,0
16.0,53.76,1.0,basic,south,1
33.0,73.97,2.0,plus,south,0
40.0,84.45,2.0,basic,coast,0
34.0,84.2,3.0,basic,coast,0
14.0,49.27,0.0,basic,north,0
71.0,62.6,0.0,plus,south,0
59.0,43.19,1.0,plus,coast,0
68.0,,2.0,basic,north,0
44.0,,2.0,basic,coast,0
3.0,85.29,2.0,premium,south,1
42.0,40.74,1.0,basic,coast,0
53.0,90.85,1.0,basic,south,0
34.0,56.12,1.0,basic,north,0
34.0,,2.0,plus,south,1
12.0,36.46,2.0,basic,north,1
12.0,81.43,1.0,basic,coast,1
4.0,101.08,2.0,basic,north,1
20.0,,1.0,basic,coast,1
31.0,89.47,1.0,plus,coast,0
12.0,70.36,1.0,basic,coast,1
32.0,67.96,0.0,basic,north,0
14.0,65.88,0.0,basic,north,1
38.0,60.04,0.0,plus,north,0
43.0,61.75,0.0,plus,south,0
63.0,75.15,2.0,plus,coast,0
70.0,77.13,1.0,plus,coast,0
45.0,71.05,2.0,premium,coast,0
70.0,65.81,2.0,basic,coast,0
33.0,96.94,3.0,basic,north,1
66.0,64.12,0.0,basic,coast,0
62.0,75.14,4.0,basic,south,0
12.0,74.08,0.0,basic,coast,0
54.0,92.7,3.0,basic,south,0
26.0,49.11,0.0,plus,south,0
49.0,69.52,3.0,plus,north,0
51.0,34.42,1.0,plus,north,0
65.0,94.08,0.0,basic,south,0
21.0,32.28,3.0,basic,coast,0
17.0,67.88,1.0,plus,north,1
1.0,64.21,1.0,plus,coast,1
12.0,84.73,0.0,plus,coast,0
31.0,73.04,2.0,basic,north,0
37.0,83.44,1.0,basic,coast,0
22.0,52.11,2.0,basic,coast,1
11.0,82.9,3.0,premium,coast,1
17.0,89.62,1.0,premium,south,1
49.0,50.53,2.0,basic,south,1
22.0,98.03,3.0,basic,north,1
54.0,70.84,1.0,plus,south,0
51.0,71.26,2.0,plus,north,0
50.0,79.12,1.0,plus,south,0
28.0,89.92,2.0,plus,coast,0
50.0,55.37,2.0,basic,coast,0
50.0,96.51,1.0,plus,south,0
30.0,49.63,2.0,basic,south,0
40.0,81.93,3.0,plus,coast,0
32.0,65.29,2.0,basic,south,1
57.0,116.1,2.0,premium,coast,0
16.0,79.11,3.0,basic,north,1
62.0,96.24,1.0,plus,north,0
38.0,107.08,0.0,plus,north,0
59.0,54.82,1.0,basic,south,0
30.0,79.77,0.0,premium,south,0
2.0,69.74,0.0,plus,north,1
21.0,49.12,2.0,plus,south,1
18.0,99.73,1.0,premium,north,0
32.0,75.79,2.0,basic,coast,0
10.0,90.77,1.0,plus,north,1
48.0,70.37,1.0,basic,coast,0
46.0,64.14,0.0,plus,north,0
1.0,62.51,1.0,basic,coast,1
6.0,,1.0,basic,south,1
16.0,,1.0,plus,coast,1
35.0,111.47,3.0,basic,coast,1
64.0,106.86,2.0,basic,south,1
29.0,82.26,4.0,premium,south,0
24.0,106.04,0.0,plus,south,0
3.0,67.84,2.0,basic,north,1
28.0,76.29,2.0,basic,south,1
1.0,107.01,3.0,basic,south,1
22.0,,0.0,plus,north,0
35.0,72.91,1.0,plus,coast,0
70.0,55.93,2.0,plus,coast,0
30.0,54.95,2.0,plus,south,0
18.0,78.2,2.0,basic,south,1
4.0,96.08,2.0,basic,north,1
1.0,104.41,3.0,plus,north,1
11.0,90.56,1.0,plus,south,0
23.0,81.83,1.0,basic,north,1
64.0,95.44,1.0,plus,south,0
52.0,51.65,1.0,basic,south,0
23.0,62.47,1.0,basic,south,1
23.0,72.42,1.0,basic,coast,0
38.0,68.21,0.0,basic,coast,0
47.0,69.3,1.0,plus,south,0
54.0,76.58,0.0,basic,south,0
28.0,75.65,2.0,basic,coast,0
10.0,81.11,2.0,plus,south,1
71.0,93.56,1.0,basic,south,0
48.0,50.7,1.0,basic,south,0
18.0,43.9,1.0,plus,north,0
10.0,70.71,0.0,premium,south,0
50.0,76.6,0.0,basic,north,1
5.0,86.28,4.0,plus,coast,1
18.0,66.63,0.0,plus,north,0
8.0,77.88,4.0,plus,north,1
56.0,86.05,0.0,plus,coast,0
13.0,58.47,1.0,plus,coast,1
49.0,75.83,1.0,plus,north,0
24.0,71.32,2.0,plus,north,0
68.0,93.72,0.0,plus,north,0
51.0,99.45,0.0,plus,north,0
1.0,79.01,0.0,basic,coast,1
18.0,67.7,4.0,plus,south,1
60.0,104.87,1.0,plus,north,0
37.0,51.41,1.0,basic,north,0
13.0,92.05,0.0,basic,coast,0
68.0,61.04,1.0,basic,north,1
47.0,75.78,0.0,plus,coast,0
63.0,108.04,0.0,plus,south,0
11.0,,2.0,plus,coast,1
71.0,76.95,2.0,basic,north,0
4.0,81.92,1.0,basic,south,1
59.0,30.39,1.0,plus,coast,0
63.0,99.88,1.0,plus,south,0
70.0,59.32,2.0,basic,north,0
19.0,79.71,0.0,plus,north,0
61.0,55.33,1.0,premium,coast,0
71.0,61.17,2.0,plus,coast,0
2.0,80.2,1.0,plus,coast,0
27.0,89.99,2.0,plus,coast,0
14.0,56.77,1.0,plus,north,0
18.0,96.69,1.0,plus,north,1
34.0,107.9,1.0,basic,north,1
59.0,75.79,2.0,basic,south,0
5.0,56.93,3.0,plus,south,1
3.0,37.5,2.0,plus,south,1
7.0,99.91,0.0,basic,north,1
45.0,71.41,0.0,basic,north,0
54.0,49.71,1.0,basic,south,0
17.0,90.15,2.0,plus,coast,1
26.0,45.83,2.0,basic,coast,1
3.0,79.62,1.0,plus,north,1
69.0,67.78,1.0,plus,south,0
36.0,49.6,4.0,plus,north,0
57.0,40.84,0.0,premium,coast,0
46.0,66.97,1.0,basic,north,0
51.0,33.84,1.0,basic,south,0
29.0,93.12,1.0,plus,coast,0
66.0,95.32,1.0,basic,south,0
51.0,84.91,1.0,premium,south,0
51.0,85.85,2.0,basic,north,0
41.0,59.22,2.0,plus,north,0
66.0,47.82,3.0,plus,south,0
